time,lat,lon,abundance_cells_per_microliter,diameter_micrometer,CMAP_NO3_tblPisces_Forecast_cl1,CMAP_PO4_tblPisces_Forecast_cl1,CMAP_Fe_tblPisces_Forecast_cl1,CMAP_O2_tblPisces_Forecast_cl1,CMAP_Si_tblPisces_Forecast_cl1,CMAP_chl_tblPisces_Forecast_cl1,temp,salinity
2023-02-25 05:40:00,21.3067,-157.0366,14.30323085044253,1.55786005995454,0.0005617213314508,0.21250528924995,0.0004325956717315,214.9295719729529,2.092356171872881,0.0720182370730779,24.03829,34.93311
2023-02-25 05:50:00,21.314125,-157.03175000000002,53.38170085254444,0.8976053428463011,0.0005617213314508,0.21250528924995,0.0004325956717315,214.9295719729529,2.092356171872881,0.0720182370730779,24.0135,34.923199999999994
2023-02-25 06:00:00,21.312433333333335,-157.01833333333332,55.197984135140324,0.9875885191545498,0.0005617213314508,0.21250528924995002,0.00043259567173150004,214.9295719729529,2.092356171872881,0.0720182370730779,23.987389999999998,34.93976
2023-02-25 06:10:00,21.311674999999997,-156.99745000000001,57.262587397778596,0.8719536269992729,0.000540582201513925,0.21147990534599453,0.000445289759574625,214.9656612343258,2.0902631394047706,0.07225664241963788,23.98893,34.94376
2023-02-25 06:20:00,21.31112,-156.98196000000002,50.418888747809916,1.0063655741190967,0.0005335358248683,0.21113811071134272,0.000449521122189,214.97769098811676,2.0895654619154005,0.0723361108684912,23.98837,34.94295
2023-02-25 06:30:00,21.309833333333334,-156.96823333333333,34.64181969201094,1.2418550407486506,0.0005335358248683,0.2111381107113427,0.000449521122189,214.9776909881168,2.0895654619154005,0.0723361108684912,24.00662,34.96166
2023-02-25 06:40:00,21.308166666666665,-156.94816666666668,49.92887065385957,1.0960665803921499,0.0005335358248683,0.2111381107113427,0.000449521122189,214.9776909881168,2.0895654619154005,0.0723361108684912,23.95858,34.943110000000004
2023-02-25 06:50:00,21.3072,-156.93418,61.220098393997276,0.9884641280600002,0.0005335358248683,0.21113811071134272,0.000449521122189,214.97769098811676,2.0895654619154005,0.0723361108684912,23.8716,34.93694
2023-02-25 07:00:00,21.305933333333332,-156.91856666666666,26.430705685275413,1.5101528800402548,0.0005335358248683,0.2111381107113427,0.000449521122189,214.9776909881168,2.0895654619154005,0.0723361108684912,23.90952,34.955349999999996
2023-02-25 07:10:00,21.304785714285714,-156.9028,57.49266346091993,1.0003514667371682,0.0005335358248683,0.21113811071134267,0.000449521122189,214.9776909881168,2.0895654619154005,0.0723361108684912,23.95437,34.95013
2023-02-25 07:20:00,21.303133333333335,-156.8839,53.67495492421356,1.0435935366700253,0.0005335358248683,0.2111381107113427,0.000449521122189,214.9776909881168,2.0895654619154005,0.0723361108684912,23.99014,34.94841
2023-02-25 07:30:00,21.30182,-156.8701,49.47101590970519,1.1306081176080955,0.0005335358248683,0.21113811071134272,0.000449521122189,214.97769098811676,2.0895654619154005,0.0723361108684912,24.02076,34.94397
2023-02-25 07:40:00,21.300342857142855,-156.8505857142857,50.126175236641565,1.1008306248357373,0.0005335358248683,0.21113811071134267,0.000449521122189,214.9776909881168,2.0895654619154005,0.0723361108684912,24.02769,34.926339999999996
2023-02-25 07:50:00,21.299300000000002,-156.8359,48.24502469395298,1.0665221203357336,0.0005335358248683,0.2111381107113427,0.000449521122189,214.9776909881168,2.0895654619154005,0.0723361108684912,24.165960000000002,34.89394
2023-02-25 08:00:00,21.29868,-156.8234,48.727474940892506,0.9682292931220484,0.0005335358248683,0.21113811071134272,0.000449521122189,214.97769098811676,2.0895654619154005,0.0723361108684912,24.30519,34.87648
2023-02-25 08:10:00,21.297375000000002,-156.805475,42.71103656729366,1.0615981169233493,0.0005335358248683,0.2111381107113427,0.000449521122189,214.9776909881168,2.0895654619154005,0.0723361108684912,24.404429999999998,34.86182
2023-02-25 08:20:00,21.295425,-156.789425,31.55792203510336,1.2999253851756982,0.0005335358248683,0.2111381107113427,0.000449521122189,214.9776909881168,2.0895654619154005,0.0723361108684912,24.43527,34.86327
2023-02-25 08:30:00,21.29395,-156.774875,34.78608177565462,0.8044605654107505,0.0005335358248683,0.2111381107113427,0.000449521122189,214.9776909881168,2.0895654619154005,0.0723361108684912,24.345940000000002,34.86406
2023-02-25 08:40:00,21.28572,-156.763,29.57703808002223,0.748463783592962,0.0005335358248683,0.21113811071134272,0.000449521122189,214.97769098811676,2.0895654619154005,0.0723361108684912,24.26368,34.865449999999996
2023-02-25 08:50:00,21.27206,-156.76232,24.66739733175525,1.140194281632788,0.0005335358248683,0.21113811071134272,0.000449521122189,214.97769098811676,2.0895654619154005,0.0723361108684912,24.33046,34.8685
2023-02-25 09:00:00,21.25515,-156.76225,24.576583167625458,1.504987261792655,0.0005335358248683,0.2111381107113427,0.000449521122189,214.9776909881168,2.0895654619154005,0.0723361108684912,24.37951,34.867110000000004
2023-02-25 09:10:00,21.239816666666666,-156.76191666666668,40.61568892617394,1.0178577363684338,0.0007169839310032,0.2096904392319697,0.0004922553651407,214.36348772402164,2.0909243729379443,0.0716264938314755,24.37686,34.86412
2023-02-25 09:20:00,21.22725,-156.76184999999998,43.71141134403592,0.9790600861159446,0.0007169839310032,0.2096904392319697,0.0004922553651407,214.36348772402164,2.0909243729379443,0.0716264938314755,24.33689,34.87376
2023-02-25 09:30:00,21.21166666666667,-156.76183333333333,45.81858374611005,0.9825365154388992,0.0007169839310032,0.2096904392319697,0.0004922553651407,214.36348772402164,2.0909243729379443,0.0716264938314755,24.2678,34.88713
